RDV;Quel est votre niveau de satisfaction global suite à ce rendez-vous ?;Avez-vous des remarques ou suggestions ?;;
téléphonique;Pas du tout satisfait;de bien suivre les dossiers REELLEMENT et non juste rassurer la personne et dire que ça sera résolu alors que c'est faux;;
téléphonique;Pas du tout satisfait;Personne non formée n’apportant que des réponses basiques que je connais déjà;;
téléphonique;Pas du tout satisfait;Je voudrais bien savoir où sout mes dossiers ?.  Cordialement;;
téléphonique;Assez satisfait;Donner plus de champs d'actions aux agents téléphoniques pour qu'ils puissent agir immédiatement;;
téléphonique;Assez satisfait;la pension d'invalidité ne fait pas partie des motifs de rendez-vous donc c'est un conseiller généraliste qui répond mais qui n'a pas toutes les réponses;;
téléphonique;Peu satisfait;"La vie ce n’est pas tout rose ou tout noir. il faut savoir s’adapter. Le niveau de prise en charge des trajets pour cure médicale doit être revu: en effet à cause de 996€ de dépassement de plafond, je vais devoir prendre en charge pour de 2000€ de frais de trajets et d’alimentation. C’est lamentable … 
Les curés sont réservés aux personnes aisées ou aux personnes avec un seuil très très bas c’est désolant !";;
téléphonique;Très satisfait;Non;;
téléphonique;Peu satisfait;Les rdv pour  un médecin  conseillé ne doit plus être par téléphone  plutôt physique;;
téléphonique;Assez satisfait;L'idéal serait de trouver les infos en ligne, et que la personne ait pris connaissance de mon dossier avant. Merci à elle néannmoins.;;
téléphonique;Très satisfait;C'était parfait à l'exception de la ponctualité du rendez-vous non respectée. Personne à l'écoute, charmante et efficace.;;
téléphonique;Très satisfait;avoir un écrit de l'échange;;
téléphonique;Très satisfait;Rien à dire.;;
téléphonique;Peu satisfait;"Plus de communications entre vos services.
Une fois c estcoui pas de soucis et d autres fois le contraire !!!";;
téléphonique;Assez satisfait;La première personne que j'ai eu au téléphone le 22 mars dernier était plus agréable que la dernière fois le 27 mars!....;;
téléphonique;Assez satisfait;La conseillère était très professionnel en me donnant les informations qui fallait. Mais déçu de la lenteur des traitements des dossiers.  Et je voudrais savoir comment faire pour envoyer une PJ à un courrier sur AMELIE. MERCI;;
téléphonique;Très satisfait;Super;;
téléphonique;Très satisfait;"Hormis le temps d'attente, pour ce qui n'ont les ""moyens ""et le temps. Les rdv téléphoniques sont là solution...";;
téléphonique;Très satisfait;Aucune;;
téléphonique;Très satisfait;Suite au rdv, le personne a remonté la problématique au service concerné: j’ai une une réponse 4 jours après. Lorsque j’appelle le 3646, je tombe sur l’accueil et les personnes ne peuvent pas relancer lorsque les demandes sont en attente. En prenant rdv, on tombe sur une personne qui a plus de possibilité pour aider à faire avancer la demande, ce qui est très bien;;
téléphonique;Assez satisfait;Il faudrait que la transmission de pièces soit possible par voie numérique. Dans mon dossier, je suis obligée d'envoyer des courriers à chaque fois que j'ai une demande à faire ! C'est fastidieux pour moi en tant qu'assurée mais aussi pour les équipes de la CPAM qui doivent traiter les mêmes pièces à chaque demande;;
téléphonique;Assez satisfait;Si besoin de réponse rapide le délai d'attente entre la prise de rdv et le rdv est beaucoup trop long;;
téléphonique;Très satisfait;Une femme vraiment douce et qui connaît son travail.;;
téléphonique;Très satisfait;Non vous m avez très bien renseigné;;
téléphonique;Très satisfait;Personne aimable et très efficace!;;
téléphonique;Peu satisfait;Je rappellerais la cpam;;
téléphonique;Peu satisfait;Rdv clair pourtant  rien;;
téléphonique;Assez satisfait;J’ai reçu un sms me disant que mon dossier est incomplet mais dans mon compte ameli rien n’apparaît. Pas d’explication;;
téléphonique;Très satisfait;Non aucune remarque;;
téléphonique;Très satisfait;Moi je suis très satisfaite mais j'avais mauvaise formulaire,donc je viens de faire un nouvel.moi je voudrais que vous allez mettre plutôt possible mon dossier car ma femme elle a fait payer son médicament.Cdt;;
téléphonique;Peu satisfait;Agent aimable mais n’a pas su me répondre;;
téléphonique;Très satisfait;l hôtesse était très agréable elle ma bien renseigné sur le problème je la remercie;;
téléphonique;Très satisfait;Non;;
téléphonique;Assez satisfait;Non;;
téléphonique;Pas du tout satisfait;Je tiens à préciser que l'agent d'accueil à été formidable avec moi Maintenant le faîte qu'il faut Encore que j'attends 7 à 10  Jours pour espérer recevoir ma notification de pension d'invalidité j'ai un gros doute;;
téléphonique;Très satisfait;Aucune;;
téléphonique;Pas du tout satisfait;Je voulais  un rendez vous à la caisse pour avoir 1 personne en face de moi pour expliquer  mon problème;;
téléphonique;Peu satisfait;j'ai eu l'impression d'avoir en ligne une personne qui ne connaissait pas bien le sujet;;
téléphonique;Assez satisfait;Personne très agréable mais toujours pas de remboursement malgré mon dossier mis en urgence;;
téléphonique;Pas du tout satisfait;Inadmissible non;;
téléphonique;Peu satisfait;Il faudrait qu'on prenne en compte que ce n'est pas évident d'avancer l'argent quand on est en 100% santé et le montage du dossier est pas simple;;
téléphonique;Peu satisfait;Les rendez vous sont trop longs et pas assez convaincant.;;
téléphonique;Très satisfait;Durée du RDV un peu limitatif;;
téléphonique;Très satisfait;La personne a été très agréable et c'est cool car on est defois perdue merci;;
téléphonique;Très satisfait;Non;;
téléphonique;Très satisfait;"Très satisfaite, explications claires , empathie et compréhension de la personne qui m'a contactée
Moins satisfaite du médecin conseil , mais je n'ai pas eu de mail pour l'évaluer dommage !";;
téléphonique;Assez satisfait;La personne n'a pas pu répondre à ma question mais ma proposez de faire un recours;;
téléphonique;Pas du tout satisfait;Personne ne m recontacter;;
téléphonique;Assez satisfait;Rien à dire très pro pour un agent d’accueil;;
téléphonique;Peu satisfait;Non;;
téléphonique;Très satisfait;Non.;;
téléphonique;Assez satisfait;Traitement des dossiers trop longs après les demandes;;
téléphonique;Pas du tout satisfait;Chaque personne u au téléphone depuis le 22 mars 2024 pas une à la même version.;;
téléphonique;Très satisfait;Disons que ce n’ est pas facile de. Vous contacter par émail , j’ ai un peu de  mal avec l’ordinateur . Merci à vous;;
téléphonique;Pas du tout satisfait;Nul;;
téléphonique;Pas du tout satisfait;La messagerie qui a était supprimer du compte ameli était beaucoup plus rapide et plus simple pour communiquer;;
téléphonique;Très satisfait;Dans ma demande de renseignement, l'appelle téléphonique était satisfaire.;;
téléphonique;Très satisfait;Alors franchement mention spéciale à la personne que j'ai eu d'un professionnalisme jamais vu j'espère qu'il et payer à hauteur je le remercie infiniment.;;
téléphonique;Peu satisfait;Les personnes au téléphone ne sont pas compétentes pour régler mon problème;;
téléphonique;Très satisfait;Non;;
téléphonique;Assez satisfait;"Oui la plupart du personnel n'ont pas des renseignements souhaitables. 
Puis je n'arrive pas tellement à m'exprimer .";;
téléphonique;Peu satisfait;"pour ce rendez vous je n'est pas eu ce que je voulais...pas de ""chance"" pour cette fois";;
téléphonique;Très satisfait;Très bon accueil la personne à été très sympathique et à répondu à mais attente;;
téléphonique;Assez satisfait;Les dossiers sont très long à traiter même si on a des problèmes financiers du à indemnités journalières non versées;;
téléphonique;Assez satisfait;Evitez la perte des documents envoyés, cela me poserait moins de soucis !!!!!;;
téléphonique;Très satisfait;Que soit préciser que l'on peut modifier l'horaire et date du RDV sur compte Ameli;;
téléphonique;Très satisfait;L’agent a identifié la problématique et s’est engagée à le transmettre à la personne compétente qui l’a prise en charge le même jour. Elle n’a pas compris pourquoi on me demandait de prendre un rdv tel tous les 15 jours pour ce même motif. Il faudrait un suivi de ces rdv pour responsabiliser les agents et  permettre aux autres agents d’avoir une traçabilité sur ce qui a été fait. Idem d’avoir une lisibilité sur ameli.;;
téléphonique;Peu satisfait;"Délais trop long 
Mauvais traitement des données";;
téléphonique;Pas du tout satisfait;Trop de délai... et dossier égaré à la C.P.A.M...;;
téléphonique;Assez satisfait;non;;
téléphonique;Très satisfait;"Très sérieux gain de temps incroyable
Et toujours bien à l écoute bravo";;
téléphonique;Pas du tout satisfait;"J’attend toujours une réponse qui me met en
Porte à faux avec les impôts";;
téléphonique;Très satisfait;RAS;;
téléphonique;Peu satisfait;J'essaie au maximum  de ne pas avoir besoin de téléphoner pour déranger mais avec mon âge avancé la pratique en informatique devient de plus en plus difficile et pénible.;;
téléphonique;Très satisfait;MERCI;;
téléphonique;Très satisfait;A refaire et très facile avec l'application Ameli;;
téléphonique;Assez satisfait;non;;
téléphonique;Très satisfait;Personne très à l'écoute ! Et très compréhensible;;
téléphonique;Très satisfait;non merci;;
téléphonique;Très satisfait;La personne qui m'a appelé était super sympa et tres agréable;;
téléphonique;Assez satisfait;Mettre en place une commission d'urgence quand il s'agit de monoparentalité;;
téléphonique;Assez satisfait;Si on a une papier urgent c est dure d attendre  plus une semaine;;
téléphonique;Assez satisfait;L'agent m'a donné une réponse que la CPAM lui autorise mais pas satisfaisante pour moi;;
téléphonique;Très satisfait;Satisfaite mais j'attends toujours le mien pour transmettre mes fiches de paie;;
téléphonique;Assez satisfait;Délais trop longs pour avoir rendez-vous physiqueà la caisse. Et trop long pour RV téléphonique. Paramètres incomplets;;
téléphonique;Assez satisfait;Possibilité pour la conseillère d’envoyer un mail pour être sûr de la procédure à suivre.;;
téléphonique;Très satisfait;Non;;
téléphonique;Pas du tout satisfait;Je ne comprends pas que mes pièces étaient au service invalidité depuis le début et que mon dossier n'a pas été traité sous prétexte qu'il manquait des pièces soi-disant alors qu'au téléphone et à ma caisse on m'avait dit que toutes les pièces étaient présentes;;
téléphonique;Très satisfait;Le rendez-vous physique pourrait parfois simplifier les choses mais est quasiment impossible à obtenir;;
téléphonique;Peu satisfait;Le délai entre la prise de rdv et le rdv est trop long. De plus, c'était le 2eme du fait que suite au 1er je n'avais pas toutes les infos.;;
téléphonique;Assez satisfait;apprêt le téléphone aucunes réponse de votre part ???;;
téléphonique;Très satisfait;Personne très charmante et compréhensive de l état de santé du patient par téléphone et très très aimable et eficase;;
téléphonique;Très satisfait;Non;;
téléphonique;Pas du tout satisfait;Le système de messagerie sur l’application etait plus efficace et rapide . De plus il y a un soucis de télétransmission sur net entreprise car je ne suis pas la seule de mon entreprise a avoir un soucis. Lorsqu’il y a un problème sur notre dossier nous ne somme pas informé et devont attendre des mois avant de comprendre pourquoi nous en sommes pas payé..;;
téléphonique;Assez satisfait;Il faut que les services concernés suivent derrière l'appel téléphonique pour apporter une réponse très vite lorsqu'il y a urgence.;;
téléphonique;Très satisfait;Non;;
téléphonique;Très satisfait;je suis satisfaite par mon interlocuteur, mais pas pour ma demande;;
téléphonique;Très satisfait;non;;
téléphonique;Peu satisfait;Je trouve  dommage parce qu’il manque le contact avec les personnes comme dans le temps;;
téléphonique;Pas du tout satisfait;Très déçu;;
téléphonique;Pas du tout satisfait;"L’agent était sympathique et poli mais n’avait semble-t-il aucun moyen de faire avancer mon dossier malgré le fait qui le trouvait dans sa GED
15 jours àvant ce rdv j’avais eu un autre interlocuteur ( peut être un télé conseiller d’une plate-forme) qui ne pouvait non plus rien y faire .";;
téléphonique;Assez satisfait;C'est toujours mieux pouvoir avoir un rv présentiel;;
téléphonique;Pas du tout satisfait;Aucuns agents pour le moment n'a su me donner une réponse claire et précise sur ma demande qui reste simple au final.;;
téléphonique;Assez satisfait;C'est le premier Rv téléphonique,un peu surprise, mais tout a semblé clair, en  attente du résultat;;
téléphonique;Très satisfait;Non;;
téléphonique;Très satisfait;Non;;
téléphonique;Très satisfait;Non;;
téléphonique;Peu satisfait;Plus de 5 mois a courir pour mes remboursements médicaux comment peu ton être satisfait ou recommandé le rdv tél ...;;
téléphonique;Peu satisfait;Difficile d avoir rendez vous et délai très long;;
téléphonique;Assez satisfait;L’amabilité des agents est primordial, on ne vient pas embêter les personnes qui travaillent. Mais lorsqu’on a besoin d’une réponse, il est normale de solliciter les personnes qui sont censées être là pour ça. Cette dame, présente à l’antenne près de chez moi a été horrible, une bien mauvaise image pour la sécurité sociale qui n’a déjà pas bonne réputation sur son efficacité et son accueil… cette personne confirme les aprioris en tout cas !;;
téléphonique;Assez satisfait;Non;;
téléphonique;Peu satisfait;"Compte ameli,  le service pour prendre un rdv physique n est pas possible, donc j appelle au téléphone 3646 pour prendre le rdv téléphonique, jette appelé ! C est ridicule qu on ne est donné pas le rdv physique. Je me suis déplacé à CPAM
 val de Marne, on ne me donne pas le rdv ...une agents d accueil me dit au service compte Ameli... quel système ridicule faire perdre du temps des gens. Y compris antipathique sera obliger?";;
téléphonique;Très satisfait;Non;;
téléphonique;Très satisfait;Non;;
téléphonique;Très satisfait;Une personne a l écoute et qui connaît bien le site pour nous guider;;
téléphonique;Très satisfait;Ne changez  rien;;
téléphonique;Très satisfait;impossible d'imprimer le relevé de mon épouse;;
téléphonique;Très satisfait;La personne que j’ai eu au téléphone à fait son maximum pour me renseigner, très professionnelle !!;;
téléphonique;Peu satisfait;La personne n'a pas répondu à notre problème, nous avons été obligé de faire un courrier en espérant avoir une réponse;;
téléphonique;Très satisfait;2 précédents rendez vous téléphoniques pas du tout concluant mon dossier n à pas été traité comme convenu c,est inadmissible feuille de maladie déposée le 13/11/2023 traitée le 29/03/24 et dossier perdu .il n y a plus de rigueur dans le travail ou est le pro;;
téléphonique;Peu satisfait;Je n'ai pas eu de réponse à mes questions et la personne m'a indiqué que j'allais être recontactée j'ai demandé que cela soit fait par téléphone mais elle n'a pas pu me le valider...;;
téléphonique;Assez satisfait;RAS;;
téléphonique;Très satisfait;"J'ai éviter le pire en prenant rdv avec vous 
Merci a l'interlocuteur qui a su répondre a mes question";;
téléphonique;Très satisfait;"Il serait judicieux lorsque le motif de la demande téléphonique est demandé, de mettre une case ""autre"" plutôt que de cocher un motif ""bidon"" à la personne qui vous rappelle";;
téléphonique;Très satisfait;OUI, nous donnez un mail pour communiquer, ou envoyer un document  .....je suis en AAH pour les  demandes suivantes;;
téléphonique;Très satisfait;Le délai est bien trop long.;;
téléphonique;Pas du tout satisfait;Le sondage pas vraiment adapté car il manque une case pour m’exprimer plus justement car je compte reconnaître la CPAM accompagnée du service social de ma commune;;
téléphonique;Très satisfait;La personne au téléphone agréable et très à l'écoute;;
téléphonique;Très satisfait;Non;;
téléphonique;Assez satisfait;j'aimerais avoir une réponse;;
téléphonique;Très satisfait;Ma 1ere tentative de prise de rdv était un échec car pas moyen d'avoir accès à l'agenda pour sélectionner une date. J'ai du réessayer quelques jours plus tard mais le délai de prise de rdv était assez tard. Heureusement, qu'il n'y avait pas une grande urgence.;;
téléphonique;Assez satisfait;bonjour, a plusieurs reprise j'ai essaye de contacter l'assurance maladie au 3646 sans succès à des heures différentes c'est trés compliqué.;;
téléphonique;Très satisfait;Courage à vos équipes,il y a encore des gens consciencieux... bravo;;
téléphonique;Très satisfait;Je remercie Mr BOI pour son energie et son efficacité pour regler mon problème à la CPAM d'Ajaccio par téléphone. Très aimable et professionnel.;;
téléphonique;Assez satisfait;C’est très pratique les rdv téléphonique. Mais pour que le problème soit résolu, il faut appeler plusieurs fois. L’essentiel est que le souci soit résolu en fin de compte.;;
téléphonique;Pas du tout satisfait;"1. Pouvoir transmettre des documents par internet et non obligatoirement par courrier. 
2. Être informée / recontacter si il manque des documents et que ce ne soit pas a nous de les contacter une semaine après pour finalement nous dire d'attendre encore une semaine pour avoir un rendez-vous pour au final être casiment a 2 mois de l'arrêt de travail et pas toujours pas avoir été payé.";;
téléphonique;Très satisfait;Il ne faut pas être pressé d'avoir une réponse, mais au-delà de ça, le service a été amplement satisfaisant;;
téléphonique;Très satisfait;"La personne s’est renseignée pour m’apporter la réponse. J'espère ne pas avoi

La personne à fait le nécessaire et j’attend avec impatience car a tout instant je peux faire un autre AVC puisque mon suivi de holter n’est pas assuré";;
téléphonique;Très satisfait;Très professionnel, empathique .;;
téléphonique;Très satisfait;"Bonjour Madame Monsieur 
Merci à tous et je vous souhaite du succès.
Bonne journée à vous bon week-end cordialement MR MUSBAH hatem";;
téléphonique;Très satisfait;Il est compliqué de prendre rdv. En effet nous devons d’abord prendre un rdv téléphonique pour ensuite avoir un rdv physique. Cela m’a pris 2 semaines pour une simple régularisation d’arrêt de travail. Par contre je félicite le professionnalisme du personnel ayant pris mon dossier.;;
téléphonique;Assez satisfait;je suis un peut déçus de l’accueille un peu froid et triste  peu de chaise en tout 3 chaises pour les personnes âgé dans le temps la sécu était plus chaleureuse et conviviale;;
téléphonique;Assez satisfait;c 'est très difficile de joindre un conseiller par télephone 3646 car il ya ds gens qui ne maitrise pas bien internet et c'est mon cas. malheureusement tout se fait par internet DOMMAGE faudrait une solution pour les gens comme moi FRACTURE NUMERIQUE;;
téléphonique;Peu satisfait;L'agent n'était pas à l'écoute et ne se mettait pas à la portée de l'assuré;;
téléphonique;Très satisfait;Un grand merci à la personne que j ai eu au téléphone très sympathique très agréable et professionnelle;;
téléphonique;Assez satisfait;non;;
téléphonique;Très satisfait;Tout est bien;;
téléphonique;Très satisfait;"J'aurais préféré un rendez-vous physique.
Dommage que l'on ne nous reçoit plus dans les antennes aux heures d'ouverture ou sur rendez-vous";;
téléphonique;Très satisfait;L interlocuteur parfait mais le remboursement n est pas à la hauteur de la somme dépensée...;;
téléphonique;Très satisfait;Agent très compétente;;
téléphonique;Assez satisfait;Le delai pour le rdv trop long;;
téléphonique;Très satisfait;Non;;
téléphonique;Très satisfait;Dans tous les cas il est impossible de vous joindre autrement que par rendez-vous téléphonique.;;
téléphonique;Peu satisfait;Oui concernant la demande de ma prise charge/CMU;;
téléphonique;Très satisfait;Ras top;;
téléphonique;Pas du tout satisfait;j'attends toujours mes indemnités journalières;;
téléphonique;Peu satisfait;J.ai déjà u soucis qui on été résolu la personne a pris le temps pour m.aider avec gentillesse et elle a pris le temps.c la première fois le 29/03/2024 a 15 h que la personne o téléphone soit aussi arrangeante et désagréable;;
téléphonique;Peu satisfait;Pouvoir avoir des rdv physique à l'agence de NEVERS, car rdv PHYSIQUE jamais proposé sur le compte Améli, uniquement des villes à plus de 30mins de route;;
téléphonique;Assez satisfait;Non;;
téléphonique;Très satisfait;Non;;
téléphonique;Pas du tout satisfait;On n' a pas le service concerné, dossier toujours au même point, que du temps perdu. J' ai fait plusieurs rdv téléphonique et mon dossier n' est pas traité.;;
téléphonique;Très satisfait;Impossible de communiquer a votre organisme, part le numéro (3649). Renvoi directement en mails pour ceux et celles qui se perd difficile. Excellente journée a vous;;
téléphonique;Assez satisfait;"Lors des demandes de rdv sur Amélie, les choix proposés sont limités et l'injonction de s'y conformer est rebutante.
Il est souhaitable qu'un encadré comme celui ci existe pour mieux exprimer sa demande.";;
téléphonique;Assez satisfait;Pouvoir questionner par email pour réponse sous 24 ou 48h si urgence!;;
téléphonique;Très satisfait;RAS;;
téléphonique;Assez satisfait;Revenir au courrier comme dans le temps ça fonctionnait beaucoup mieux;;
téléphonique;Très satisfait;Rdv tel exemplaire merci aux personnes;;
téléphonique;Assez satisfait;J’aimerais que les informations soit les mêmes entre chaque appel et que les personnes en charge traite le dossier à 100%. Car il y’a des personnes qui sont vraiment dans le besoin et les délais de paiements sont vraiment trop long pour ma part. Je suis très inquiète;;
téléphonique;Assez satisfait;communication téléphonique trop longue pour avoir une personne en ligne;;
téléphonique;Assez satisfait;Merci;;
téléphonique;Peu satisfait;Lorsqu'on arrive à avoir un interlocuteur au tel, c'est très fréquent de devoir attendre 15 à 20mn faute de personnel;;
téléphonique;Très satisfait;une personne très aimable et professionnelle m'a répondu et à traiter mon dossier;;
téléphonique;Peu satisfait;"manque de comprehension entre l;employée du standard tél .et l'employée du siège de Toulon.Ma demande est pourtant claire:renouveler la prise en charge de cure me concernant avec le code assurance à 13 (rég.Alsace-Moselle)";;
téléphonique;Très satisfait;Non;;
téléphonique;Très satisfait;"Bonjour 
Je suis ravi de la personne qui m'a pris mon rdv le rdv à été près formidable 
Je suis malade avec un cancer de la prostate Métastases sur les côtes et sur la bassin je suis handicapés de la jambe gauche voilà mon histoire mes le seigneur m'a donné beaucoup donné le moral 
Je vous souhaite à tous l'équipes pleins de lumière de l'univers un grand arc-en-ciel 
Cordialement pascal prieto";;
téléphonique;Peu satisfait;Rien;;
téléphonique;Très satisfait;Vous pourriez laisser la carte à redoubler actif si je pars à l’étranger c’est pas facile. Merci;;
téléphonique;Peu satisfait;peu satisfait car ma demande n a toujours pas aboutie;;
téléphonique;Peu satisfait;Long long long et qd il manque qqchose ça reporte la duree;;
téléphonique;Peu satisfait;La conseilleire vous réoriente vers une autre personne qui ne donne pas suite . Donc ça tourne en rond ç est dommage !;;
téléphonique;Très satisfait;non;;
téléphonique;Pas du tout satisfait;"Vous êtes des malades ( médecin conseil) 
Elltas dit que setcpui Zuteerait guerri";;
téléphonique;Assez satisfait;Pas moyen d échanger des documents avec les personnes qui gèrent les dossiers a part le courrier;;
téléphonique;Assez satisfait;Très satisfaite, excepté le délai;;
téléphonique;Peu satisfait;Je suis assez déçue de encore une fois devoir reprendre rdv;;
téléphonique;Assez satisfait;Disponibilités plus rapide si possible;;
téléphonique;Pas du tout satisfait;J'attends toujours l'appel téléphonique;;
téléphonique;Pas du tout satisfait;on devrait avoir le choix entre l'appel téléphonique et se déplacer;;
téléphonique;Très satisfait;bien -continuez;;
téléphonique;Très satisfait;"je pense que ça dépend de l'agent qui converse avec vous et bien sûr aussi de vous 
Respect , amabilité , écoute ,  sont les tickets gagnants pour un R-V téléphonique réussi ...";;
téléphonique;Assez satisfait;Je prefere les rendez vous physique dans certains cas;;
téléphonique;Peu satisfait;Que l ont nous tiens pas responsable de la perte ou  égarements documents  et de la mauvaise lecture du dit documents;;
téléphonique;Très satisfait;Des jeunes incompétents qui gagnent de l’argent en passant un bon moment;;
téléphonique;Pas du tout satisfait;Le rdv a jamais eu lieux , j’ai du être oublié.;;
téléphonique;Peu satisfait;suite déplacement sur Bethune le problème devrai être réglée , personne très compétente;;
téléphonique;Très satisfait;Mon employeur  a déclaré  mon accident  travail  en maladie3;;
téléphonique;Très satisfait;Personne très aimable et à l écoute  .;;
téléphonique;Très satisfait;j'ai reçus des questions par mail avec aucun contact pour y répondre et il a fallu passer par le 3646 pour le faire, dommage;;
téléphonique;Très satisfait;Très bien renseigné et très aimable;;
téléphonique;Assez satisfait;Super niveau réponse;;
téléphonique;Pas du tout satisfait;Aucune réponse à ma demande, l'agent n'a fait que répéter ce que je savais déjà.;;
téléphonique;Très satisfait;Conseillères très agréable et réactif et ça fait du bien d’aboi une personne souriante au téléphone le sourire s’entend;;
téléphonique;Très satisfait;Si possible, avoir l'indulgence de permettre aux étudiants de conserver leur couverture maladie lorsqu'ils partent à l'étrenger pour 1 ou 2 années.;;
téléphonique;Très satisfait;"Les appels téléphoniques sont intéressants pour les jeunes qui comprennent la technologie.
Plus délicat pour les personnes âgés .";;
téléphonique;Peu satisfait;Avoir le même agent a chaque fois afin d'avoir un bon suivi. Le premier agent était très clair et aimable.;;
téléphonique;Très satisfait;Aucune;;
téléphonique;Pas du tout satisfait;"Je suggère que des formations soient faites de manière régulière pour sensibiliser les conseillers sur le fait de repondre aux usagers avec un minimum de courtoisie.
        Il est aussi important t'écouter son interlocuteur parceque tous les cas ne sont pas similaires.
        Je vous remercie";;
téléphonique;Peu satisfait;Elle était sympa mais pas de date précise pour toucher l’indemnité journalieres… c’est quand?;;
téléphonique;Assez satisfait;Raccourcir le délai d'attente entre la prise de rendez-vous et le jour de l'entretien téléphonique.;;
téléphonique;Très satisfait;merci;;
téléphonique;Très satisfait;La conseillère est une professionnelle. Elle a été au top à tous les niveaux;;
téléphonique;Très satisfait;Non;;
téléphonique;Très satisfait;Parfait;;
téléphonique;Assez satisfait;Je ne comprend pas la décision prise de me mètre en maladie peu être qu’il fo que j’attende la décision de la maladie pro ´j’aimerais reprendre mon travail ´ tout en autant des soin car là mobiliser pas encors ça mais quant meme beaucoup mieux ´;;
téléphonique;Pas du tout satisfait;diminuer l'attente téléphonique pour avoir un interlocuteur !;;
téléphonique;Peu satisfait;Le personnel doit faire des efforts pour écouter à l’utilisateur et lui laisser finir ses phrases. Plus de patience et amabilité sont nécessaires.;;
téléphonique;Pas du tout satisfait;Je n'ai pas eu de rdv téléphonique;;
téléphonique;Très satisfait;Il faut répondre plus souvent et plus rapidement merci;;
téléphonique;Pas du tout satisfait;Je demanderais que les rdv téléphoniques soient comme des rdv physiques avec satisfaction derrière svp merci;;
téléphonique;Pas du tout satisfait;"Aider les gens qui sont dans le besoin ne pas les laisser face à leur soucis..
Répondre aux gens au plus tard sans que cela traine un mois";;
téléphonique;Pas du tout satisfait;C'est vraiment dommage que certains de vos sont désagréable alors que on les appelle rarement pour un problème...pour mon cas. Merci;;
téléphonique;Pas du tout satisfait;Faire des Evan féd par mail afin de régler plus rapidement les problèmes et pouvoir suivre et répondre sur le site ameli;;
téléphonique;Très satisfait;Le rdv téléphonique était dans un mois quand je l’ai pris;;
téléphonique;Très satisfait;Non;;
téléphonique;Pas du tout satisfait;Je ne parviens pas à résoudre mon problème par téléphone;;
téléphonique;Pas du tout satisfait;Privatiser la gestion de l'assurance maladie;;
téléphonique;Peu satisfait;On vous envoie un code secret ( soit disant il dure 15 minutes) en réalité c est pas vrai le temps ⌛️  d ouvrir le mail pour le regarder et le noter on vous dit que c est pas bon et qu'ils vous reste 2 essais j ai archivés tout ça  c est vraiment n importe quoi;;
téléphonique;Assez satisfait;Compliqué pour vous joindre;;
téléphonique;Très satisfait;Parfait;;
téléphonique;Très satisfait;Je ressors de cet entretien très satisfait.;;
téléphonique;Peu satisfait;Que des choses redevienne presque comme avant le covid;;
téléphonique;Très satisfait;Merci pour votre écoute et votre professionnalisme...merci également pour la résolution rapide de mon problème;;
téléphonique;Peu satisfait;Faire en sorte que les agents qui répondent soient au courant des législations en cours. J'imagine que ma propre situation n'est pas unique .Un accident du travail d'un enseignant est donc géré par le rectorat.;;
téléphonique;Très satisfait;Personne tres agréable et compétente;;
téléphonique;Très satisfait;"J'ai eu bcp de mal à prendre rdv après de nombreuses tentatives, faute de disponibilités / mais surtout ce désagrément aurait pu être éviter: vos services avaient ts les papiers en tps et en heures! il m'aura fallu près de 3 mois 2 appel au standart + 2 rdv tel pour résoudre des NON PBs(issus de vos services, non de mes démarches) et toucher mes IJ. ATTENTION les réctifications ont été très efficacement effectuées lors du 1er rdvavec un conseillé tres aimable; mais réglt en 2 fois d'où mon 2ième appel pour vérifier que tout avait bien été pris en compte. et de nvx conseillère adorable.";;
téléphonique;Très satisfait;Le reproche que l on peut faire c est sur les agences dont souvent fermées;;
téléphonique;Très satisfait;Non j'ai aucune remarque je suis tombée sur une personne très gentille compréhensive et très humaine lorsqu'on est malade cela fait du bien merci encore;;
téléphonique;Assez satisfait;J'espère qu'il sera possible d'envoyer la réclamation via la plate-forme de mon compte AMELI;;
téléphonique;Pas du tout satisfait;"Dossier toujours pas traiter et toujours pas de réponse pour le délai de traitement de mon dossier
Dossier transmit à la médiation mais pas de réponse non plus";;
téléphonique;Très satisfait;Satisfait parce que mon problème à été résolu;;
téléphonique;Peu satisfait;je suis satisfaite de la qualité d'accueil par l'écoute de mon interlocuteur mais touours dans l'attente de mon doc;;
téléphonique;Très satisfait;3645 est une impasse - AMELI est un labyrinthe - le rendez-vous téléphonique était la solution;;
téléphonique;Très satisfait;Non;;
téléphonique;Très satisfait;non;;
téléphonique;Pas du tout satisfait;On attend plus d'une semaine pour obtenir pour ne pas avoir de réponses. Les réponses apportées lors de mon rendez-vous étaient mauvaises . Ça promet;;
téléphonique;Assez satisfait;J'espère que mon problème va être traité rapidement c'est urgent merci;;
téléphonique;Assez satisfait;"Auparavant de joindre la CPAM  et d’avoir un agent en direct qui réglait les problèmes était hautement appréciable et évitait tous les paramètres.
Apparemment nous n’avons le choix.";;
téléphonique;Assez satisfait;Neutre;;
téléphonique;Pas du tout satisfait;Ne donnez pas de rdv téléphonique si vous n’avez pas regardé le dossier et la demande du patient;;
téléphonique;Pas du tout satisfait;Agent très désagréable devrai changer de metier;;
téléphonique;Peu satisfait;Manque d humanisme et pas assez de cas part cas ...;;
téléphonique;Très satisfait;Tout était parfait,  amabilité,  écouté, et pédagogie pour expliquer. Je suis très satisfait de l'ensemble.;;
